date, leftPanel, pair, rightPanel
04/09/2020, 140, 57,359
05/09/2020, 789, 41,579
06/09/2020, 128, 17,160
07/09/2020, 580, 32,570
08/09/2020, 479, 03,346
09/09/2020, 139, 31,119
10/09/2020, 460, 09,379
11/09/2020, 247, 31,579
12/09/2020, 167, 47,368
13/09/2020, 470, 17,449
14/09/2020, 668, 07,133
15/09/2020, 147, 25,889
16/09/2020, 360, 95,140
17/09/2020, 280, 06,259
18/09/2020, 880, 61,380
19/09/2020, 370, 07,368
20/09/2020, 379, 92,246
21/09/2020, 145, 09,126
22/09/2020, 136, 05,249
23/09/2020, 458, 76,358
24/09/2020, 149, 41,344
25/09/2020, 458, 79,469
26/09/2020, 278, 75,799
27/09/2020, 567, 89,135
28/09/2020, 578, 01,239
29/09/2020, 570, 21,146
30/09/2020, 488, 05,177
01/10/2020, 790, 69,126
02/10/2020, 136, 01,137
03/10/2020, 226, 09,225
04/10/2020, 179, 73,689
05/10/2020, 470, 15,690
06/10/2020, 459, 82,679
07/10/2020, 255, 23,247
08/10/2020, 189, 87,160
09/10/2020, 128, 18,567
10/10/2020, 167, 45,780
11/10/2020, 266, 47,278
12/10/2020, ***, **,***
13/10/2020, ***, **,***
14/10/2020, ***, **,***
15/10/2020, ***, **,***
16/10/2020, ***, **,***
17/10/2020, ***, **,***
18/10/2020, ***, **,***
23/11/2020, 267, 56,349
24/11/2020, 257, 45,249
25/11/2020, 127, 01,588
26/11/2020, 126, 98,288
27/11/2020, 155, 19,117
28/11/2020, 670, 34,590
29/11/2020, 125, 86,448
30/11/2020, 689, 31,227
01/12/2020, 246, 28,369
02/12/2020, 700, 77,133
03/12/2020, 357, 50,244
04/12/2020, 356, 41,335
05/12/2020, 348, 58,288
06/12/2020, 236, 14,680
07/12/2020, 123, 69,180
08/12/2020, 245, 16,899
09/12/2020, 690, 52,246
10/12/2020, 360, 94,158
11/12/2020, 235, 08,990
12/12/2020, 233, 86,114
13/12/2020, 133, 74,130
14/12/2020, 569, 08,440
15/12/2020, 259, 61,588
16/12/2020, 188, 72,138
17/12/2020, 799, 51,344
18/12/2020, 356, 43,300
19/12/2020, 235, 01,470
20/12/2020, 469, 96,150
21/12/2020, 345, 29,234
22/12/2020, 158, 46,899
23/12/2020, 668, 05,690
24/12/2020, 480, 20,578
25/12/2020, 458, 78,134
26/12/2020, 124, 72,345
27/12/2020, 167, 45,122
28/12/2020, 337, 34,338
