date, leftPanel, pair, rightPanel
29/03/2017, 148, 33,788
30/03/2017, 235, 08,170
01/04/2017, 445, 32,246
02/04/2017, 337, 32,138
03/04/2017, 470, 16,169
04/04/2017, 488, 05,690
05/04/2017, 170, 86,169
06/04/2017, 160, 74,266
08/04/2017, 127, 05,267
09/04/2017, 669, 10,145
10/04/2017, 369, 82,129
11/04/2017, 127, 04,149
12/04/2017, 180, 95,113
13/04/2017, 678, 17,223
15/04/2017, 440, 89,388
16/04/2017, 135, 98,170
17/04/2017, 570, 29,379
18/04/2017, 780, 58,134
19/04/2017, 457, 69,360
20/04/2017, 556, 62,200
22/04/2017, 348, 50,190
23/04/2017, 119, 11,588
24/04/2017, 357, 59,667
25/04/2017, 128, 16,178
26/04/2017, 889, 53,580
27/04/2017, 467, 70,244
29/04/2017, 268, 66,367
30/04/2017, 167, 45,249
01/05/2017, 269, 75,447
02/05/2017, 890, 78,288
03/05/2017, 457, 62,679
04/05/2017, 250, 79,360
06/05/2017, 567, 84,680
07/05/2017, 300, 32,255
08/05/2017, 346, 30,118
09/05/2017, 890, 74,699
10/05/2017, 790, 60,479
11/05/2017, 359, 71,579
13/05/2017, 240, 66,330
14/05/2017, 570, 24,680
15/05/2017, 280, 02,228
16/05/2017, 550, 04,347
17/05/2017, 346, 38,567
18/05/2017, 230, 55,780
20/05/2017, 780, 51,245
21/05/2017, 230, 55,799
22/05/2017, 590, 43,355
23/05/2017, 289, 97,278
