date, leftPanel, pair, rightPanel
30/01/2019, 278, 79,568
31/01/2019, 118, 08,800
01/02/2019, 255, 24,590
04/02/2019, 225, 97,250
05/02/2019, 234, 96,277
06/02/2019, 569, 02,688
07/02/2019, 566, 71,380
08/02/2019, 489, 16,169
11/02/2019, 127, 01,470
12/02/2019, 880, 66,330
13/02/2019, 230, 54,130
14/02/2019, 356, 45,249
15/02/2019, 379, 92,156
18/02/2019, 200, 27,250
19/02/2019, 367, 68,170
20/02/2019, 350, 86,367
21/02/2019, 378, 80,127
22/02/2019, 450, 98,279
25/02/2019, 248, 45,780
26/02/2019, 335, 14,167
27/02/2019, 457, 62,246
28/02/2019, 356, 47,124
01/03/2019, 158, 46,150
04/03/2019, 590, 41,227
05/03/2019, 399, 12,570
06/03/2019, 789, 49,117
07/03/2019, 299, 01,489
08/03/2019, 459, 87,467
11/03/2019, 447, 58,233
12/03/2019, 246, 22,147
13/03/2019, 368, 75,348
14/03/2019, 466, 66,556
15/03/2019, 136, 00,569
18/03/2019, 468, 83,599
19/03/2019, 117, 95,177
20/03/2019, 689, 39,135
21/03/2019, ***, **,***
22/03/2019, 579, 15,168
25/03/2019, 670, 32,246
26/03/2019, 440, 89,199
27/03/2019, 145, 06,880
28/03/2019, 188, 77,124
29/03/2019, 670, 34,158
01/04/2019, 550, 05,113
02/04/2019, 268, 66,457
03/04/2019, 790, 67,223
04/04/2019, 690, 50,226
05/04/2019, 146, 15,177
08/04/2019, 347, 40,280
09/04/2019, 366, 59,289
10/04/2019, 157, 35,500
11/04/2019, 166, 37,278
12/04/2019, 134, 80,569
15/04/2019, 477, 88,378
16/04/2019, 479, 02,156
17/04/2019, 690, 50,118
18/04/2019, 445, 31,245
19/04/2019, 356, 43,580
22/04/2019, 125, 86,259
23/04/2019, 156, 28,350
24/04/2019, 169, 63,490
25/04/2019, 350, 82,138
26/04/2019, 367, 68,378
29/04/2019, 280, 09,469
30/04/2019, 560, 12,255
01/05/2019, 600, 61,236
02/05/2019, 470, 10,389
03/05/2019, 248, 43,670
06/05/2019, 260, 86,466
07/05/2019, 230, 58,567
08/05/2019, 370, 04,789
09/05/2019, 359, 71,560
10/05/2019, 145, 01,560
13/05/2019, 367, 67,359
14/05/2019, 156, 25,258
15/05/2019, 689, 30,668
16/05/2019, 126, 91,579
17/05/2019, 367, 64,248
20/05/2019, 770, 43,337
21/05/2019, 149, 42,390
22/05/2019, 256, 33,788
23/05/2019, 126, 93,490
24/05/2019, 230, 59,199
27/05/2019, 569, 09,360
28/05/2019, 267, 55,168
29/05/2019, 470, 15,230
30/05/2019, 159, 50,479
31/05/2019, 390, 28,279
03/06/2019, 377, 70,479
04/06/2019, 390, 24,356
05/06/2019, 140, 55,267
06/06/2019, 160, 71,344
07/06/2019, 770, 42,480
10/06/2019, 560, 15,357
11/06/2019, 380, 18,224
12/06/2019, 190, 08,224
13/06/2019, 580, 3*,***
14/06/2019, 270, 99,126
17/06/2019, 200, 29,469
18/06/2019, 557, 73,157
19/06/2019, 469, 97,269
20/06/2019, 116, 83,300
21/06/2019, 137, 18,459
24/06/2019, ***, **,***
25/06/2019, ***, **,***
26/06/2019, ***, **,***
27/06/2019, ***, **,***
28/06/2019, ***, **,***
01/07/2019, ***, **,***
02/07/2019, ***, **,***
03/07/2019, ***, **,***
04/07/2019, ***, **,***
05/07/2019, ***, **,***
08/07/2019, ***, **,***
