date, leftPanel, pair, rightPanel
11/06/2014, 000, 07,115
12/06/2014, 189, 89,199
13/06/2014, 336, 25,690
14/06/2014, 290, 17,458
16/06/2014, 499, 28,378
17/06/2014, 567, 82,129
18/06/2014, 29, 27,88
19/06/2014, 689, 30,244
20/06/2014, 345, 22,480
21/06/2014, 344, 17,278
23/06/2014, 36, 00,370
24/06/2014, 335, 13,599
25/06/2014, 689, 36,240
26/06/2014, 258, 51,669
27/06/2014, 260, 88,468
28/06/2014, 478, 95,477
30/06/2014, 379, 98,260
01/07/2014, 266, 49,44
02/07/2014, 135, 90,226
03/07/2014, 799, 50,488
04/07/2014, 249, 59,360
05/07/2014, 360, 95,122
07/07/2014, 347, 48,116
08/07/2014, 269, 74,789
09/07/2014, 349, 68,459
10/07/2014, 150, 68,459
11/07/2014, 269, 72,570
12/07/2014, 146, 18,369
14/07/2014, 455, 40,460
15/07/2014, 268, 63,139
16/07/2014, 388, 98,260
17/07/2014, 345, 21,245
18/07/2014, 169, 65,140
19/07/2014, 139, 37,368
21/07/2014, 580, 37,277
22/07/2014, 337, 35,177
23/07/2014, 358, 62,660
24/07/2014, 112, 46,349
25/07/2014, 137, 15,159
26/07/2014, 259, 65,339
28/07/2014, 269, 49,900
29/07/2014, ***, **,***
30/07/2014, 149, 48,468
31/07/2014, 245, 12,138
01/08/2014, 233, 81,489
02/08/2014, 578, 08,468
04/08/2014, 124, 73,580
05/08/2014, 240, 62,499
06/08/2014, 225, 97,115
07/08/2014, 489, 14,147
08/08/2014, 149, 42,480
09/08/2014, 338, 42,255
11/08/2014, 188, 71,128
12/08/2014, 455, 49,35
13/08/2014, 680, 46,880
14/08/2014, 237, 29,135
15/08/2014, ***, **,***
16/08/2014, 240, 69,117
18/08/2014, 450, 90,677
19/08/2014, 248, 44,347
20/08/2014, 67, 49,17
21/08/2014, 689, 31,489
22/08/2014, 378, 86,178
23/08/2014, 579, 15,348
25/08/2014, 568, 93,580
26/08/2014, 135, 97,160
27/08/2014, 223, 79,135
28/08/2014, 488, 06,268
29/08/2014, 157, 35,249
30/08/2014, 569, 09,144
01/09/2014, 460, 06,259
02/09/2014, 469, 91,245
03/09/2014, 379, 90,190
04/09/2014, 388, 96,358
05/09/2014, 577, 90,389
06/09/2014, 368, 72,679
08/09/2014, 267, 59,388
09/09/2014, 236, 12,679
10/09/2014, 468, 80,244
11/09/2014, 457, 67,359
12/09/2014, 344, 08,350
13/09/2014, 890, 78,260
15/09/2014, 90, 05,339
16/09/2014, 116, 85,690
17/09/2014, 548, 81,128
18/09/2014, 699, 49,289
19/09/2014, 159, 53,256
20/09/2014, 369, 82,245
22/09/2014, 770, 43,346
23/09/2014, 136, 08,116
24/09/2014, 479, 07,478
25/09/2014, 457, 69,289
26/09/2014, 467, 75,799
27/09/2014, 155, 15,889
29/09/2014, 358, 66,349
30/09/2014, 345, 25,267
01/10/2014, 578, 06,114
02/10/2014, 166, 34,149
03/10/2014, 270, 98,468
04/10/2014, 270, 93,670
06/10/2014, 666, 81,579
07/10/2014, 789, 46,150
08/10/2014, 157, 37,124
09/10/2014, 347, 44,58
10/10/2014, 150, 67,179
11/10/2014, 357, 50,378
13/10/2014, 479, 07,340
14/10/2014, 560, 13,148
15/10/2014, 800, 89,135
16/10/2014, 138, 28,134
17/10/2014, 136, 04,167
18/10/2014, 249, 53,670
27/10/2014, ***, **,***
28/10/2014, 379, 91,669
29/10/2014, 679, 24,149
30/10/2014, 388, 92,228
31/10/2014, 224, 82,147
01/11/2014, 477, 86,349
03/11/2014, 37, 16,358
04/11/2014, 579, 16,69
05/11/2014, 478, 93,157
06/11/2014, 157, 37,467
07/11/2014, 48, 38,378
08/11/2014, 357, 56,600
10/11/2014, 289, 91,128
11/11/2014, 477, 83,445
12/11/2014, 680, 46,178
13/11/2014, 15, 55,799
14/11/2014, 559, 93,166
15/11/2014, 468, 86,880
17/11/2014, 246, 22,246
18/11/2014, 250, 71,470
19/11/2014, 226, 01,146
20/11/2014, 159, 02,200
21/11/2014, 113, 52,570
22/11/2014, 169, 60,370
24/11/2014, 145, 05,230
25/11/2014, 890, 73,157
26/11/2014, 368, 74,400
27/11/2014, 580, 38,116
